credit_card,2,"['free', 'accept', 'small', 'apply', 'major', 'financial', 'weekend', 'million']"
credit_card,3,"['thank', 'fraud', 'week', 'order', 'time', 'trying', 'person', 'people']"
credit_card,4,"['number', 'phone', 'said', 'called', 'security', 'saying', 'scam']"
credit_card,5,"['debit', 'visa', 'rewards', 'chip', 'program', 'better', 'points', 'issue', 'mobile']"
credit_card,6,"['charge', 'fees', 'balance', 'going', 'closed', 'checking', 'fee']"
credit_card,7,"['great', 'amazon', 'think', 'past', 'did', 'banks', 'night', 'offer', 'visit', 'id']"
credit_card,8,"['company', 'home', '20', 'apple', 'wont', 'youre']"
credit_card,9,"['make', 'need', 'say', 'work', 'shit', 'bad', 'dollars']"
customer_service,0,"['card', 'debit', 'great', 'charges', 'use', 'fraud', 'cards', 'working']"
customer_service,1,"['called', 'said', 'days', 'received', 'issue', 'department', 'rep']"
customer_service,2,"['dont', 'banks', 'hate', 'care', 'guys', 'thanks', 'best']"
customer_service,3,"['love', 'thank', 'work', 'jobs', 'job', 'happy', 'awesome', 'supervisor', 'sad', 'center']"
customer_service,4,"['customers', 'company', 'doesnt', 'loan', 'long', 'home', 'complaint', 'mortgage', 'year']"
customer_service,5,"['fees', 'fee', 'charge', 'pay', 'closed', 'month', 'going']"
customer_service,6,"['atm', 'deposit', 'open', 'close', 'did', 'cash', 'does']"
customer_service,7,"['know', 'rebanke', 'let']"
customer_service,8,"['minutes', 'branch', 'line', 'hold', 'teller', 'waiting', '20', 'person', 'local', 'personal']"
customer_service,9,"['closing', 'banking', 'experience', 'disappointed', 'taking', 'banke']"
data_breach,0,"['cyberattack', 'recent', 'stolen', 'details', 'fbi', 'bankes', 'federal', 'huge']"
data_breach,1,"['personal', 'hit', 'household', 'names']"
data_breach,2,"['largest', 'hacked', 'biggest', 'history', 'world', 'latest', 'cybersecurity', 'suffered', 'recently']"
data_breach,3,"['cyber', 'financial', 'today', 'revealed', 'identity', 'major', 'hacking', 'good', 'video', 'attack', 'doing', 'services']"
data_breach,4,"['general', 'state', 'attorneys', 'illinois', 'attorney', 'connecticut', 'journal', 'street', 'read', 'look', 'servers', 'business']"
data_breach,5,"['card', 'cards', 'debit', 'credit', 'government', 'banks', 'issued', 'number', 'just']"
data_breach,6,"['76m', 'disclosed', 'affects', 'previously', 'systems', 'thursday']"
data_breach,7,"['83', 'reveals', 'affecting', 'millions', 'twitter', 'exposed', 'breaking']"
data_breach,8,"['simple', 'hack', 'fix', 'know', 'times', 'admits', 'need', 'avoided', 'tags', 'american']"
data_breach,9,"['year', 'depot', 'home', 'report', 'company', 'like', 'reported', 'identified', 'entry', 'target', 'high', 'cybercrime']"
debit_card,0,"['number', 'scam', 'text', 'saying', 'received', 'security', 'locked']"
debit_card,1,"['thank', 'info', 'tried', 'charges', 'shopping']"
debit_card,2,"['charge', 'business', 'fee', 'fees', 'pay']"
debit_card,3,"['cash', 'tell', 'deposit', 'went', 'did', 'day', 'say']"
debit_card,4,"['service', 'rebanke', 'having', 'great', 'night', 'think', 'problem']"
debit_card,5,"['depot', 'home', 'hacked', 'breach', 'information', 'data']"
debit_card,6,"['help', 'right', 'getting']"
debit_card,7,"['want', 'person', 'hope', 'took', 'lot', 'police', 'transactions']"
debit_card,8,"['credit', 'free', 'weekend', 'customers', 'chip', 'chips', 'museum', 'museums', 'debit', 'issue', 'holders']"
debit_card,9,"['sent', 'days', 'ago', 'years', 'hold', 'months', 'past']"
financial_advisers,0,"['uk', 'independent', 'growth', 'economy', 'debt', 'talks', 'forecast', 'brief', 'slows']"
financial_advisers,1,"['pension', '2015', 'tax', 'share', 'insurance', 'giant', 'car', 'revealed', 'help']"
financial_advisers,2,"['manchester', 'business', 'boss', 'boost', 'open', '2014', 'launches', 'sector']"
financial_advisers,3,"['rate', 'best', 'small', 'account', 'free', 'deals', 'businesses', 'fixed']"
financial_advisers,4,"['sales', 'prices', 'record', 'price', 'oil', 'years', 'low', 'energy']"
financial_advisers,5,"['bank', 'tesco', 'pay', 'home', 'hsbc', 'faces', 'bn', 'chief']"
financial_advisers,6,"['city', 'firm', 'building', 'hotel', 'jobs', 'plans', 'rail', 'salford', 'plan']"
financial_advisers,7,"['deal', 'firms', 'service', 'power', 'virgin', 'capital', 'loan']"
financial_advisers,8,"['profits', 'market', 'profit', 'stock', 'despite', 'hit', 'bid', 'warning']"
financial_advisers,9,"['ftse', 'live', 'markets', 'china', 'footsie', 'data', 'global', 'close', 'ahead']"
real_estate,0,"['2015', 'today', 'house', 'loan', 'got', 'did', 'money', 'day', 'housing', 'contact', 'phone', 'management', 'closing', 'time', 'april']"
real_estate,1,"['blackstone', 'deal', 'billion', 'buy', 'real', 'group', 'selling', 'portfolio', 'sell', 'assets', 'electric', 'general', '30']"
real_estate,2,"['friends', 'want', 'just', 'deck', 'need', 'originbanke', 'paper', 'song', 'feat', 'views', 'work', 'big', 'wait']"
real_estate,3,"['street', 'main', 'vote', 'https', 'mission', 'tax', 'internet', 'program', 'learn', 'rating', 'global', 'building']"
real_estate,4,"['agent', 'center', 'help', 'resource', 'social', 'media', 'education', 'professionals', 'grow', 'information', 'manage', 'broker', 'love', 'buyer']"
real_estate,5,"['commercial', 'market', 'office', 'property', 'buildings', 'firm', 'owned', 'sale', 'deals', 'downtown', 'current', 'journal', 'realestate']"
real_estate,6,"['news', 'development', 'thanks', 'report', 'video', 'court', 'membership', 'second', 'panel', 'case', 'series', 'foreclosure', 'training']"
real_estate,7,"['international', 'article', 'irvine', 'settlement', 'national', 'list', 'lending', 'pay', 'view', 'lender', 'paid']"
real_estate,8,"['home', 'great', 'community', 'buyers', 'good', 'job', 'homes', 'making', 'million', 'like', 'purbankd']"
real_estate,9,"['nyc', 'photo', 'tigho', 'shared', 'bike', 'area', 'manhattan', 'residential', 'team', 'party', 'family', 'florida', 'looking', 'north', 'tonight']"
small_business,0,"['llc', 'photography', 'farm', 'consulting']"
small_business,1,"['salon', 'care', 'home', 'spa']"
small_business,2,"['studio', 'bakery', 'fitness', 'dance']"
small_business,3,"['million', 'es', 'business', '76', 'households', 'bank', 'account', 'breach', 'data', 'grant', 'new', 'information', 'customer', 'compromised', 'owners']"
small_business,4,"['center', 'house', 'yoga', 'coffee']"
small_business,5,"['design', 'solutions', 'club', 'corporation']"
small_business,6,"['group', 'cafe', 'music', 'service']"
small_business,7,"['academy', 'institute', 'therapy', 'arts']"
small_business,8,"['company', 'services', 'restaurant', 'wellness']"
small_business,9,"['grants', 'entertainment', 'big', 'blue']"
wealth_managers,0,"['rate', 'tax', 'rates', 'low', 'account', 'mortgage', 'free', 'deals']"
wealth_managers,1,"['deal', 'profit', 'warning', 'warns', 'greece', 'tesco', 'government']"
wealth_managers,2,"['boss', 'firm', 'pay', 'service', 'chief', 'power', 'mobile']"
wealth_managers,3,"['uk', 'sales', 'profits', 'fall', 'growth', 'hit', 'record', 'rise', 'despite']"
wealth_managers,4,"['market', 'money', 'stock', 'london', 'virgin', 'firms', 'best', 'quarter', 'plan']"
wealth_managers,5,"['manchester', '2015', 'city', 'building', 'open', 'hotel', 'plans', 'revealed']"
wealth_managers,6,"['years', 'share', 'house', 'property', 'group', 'christmas', 'prices', 'launch', 'cap']"
wealth_managers,7,"['ftse', 'live', 'oil', 'markets', 'china', 'footsie', 'data', 'global']"
wealth_managers,8,"['set', 'energy', 'cut', 'says', 'bid', 'customers', 'bn', 'bills', 'months', 'gas']"
wealth_managers,9,"['pension', 'boost', 'cash', 'big', 'banks', 'businesses', 'world', 'car']"
